src,dst,day
172.016.117.103,205.181.112.067,27
166.102.114.043,172.016.113.050,27
172.016.116.044,204.162.080.140,27
172.016.114.207,167.008.029.016,27
230.001.010.020,172.016.112.050,27
172.016.112.149,209.001.112.251,27
194.027.251.021,192.168.001.001,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.115.005,205.181.112.065,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.115.087,209.132.044.114,27
172.016.113.084,205.181.112.114,27
199.174.194.111,172.016.114.050,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
194.027.251.021,192.168.001.001,27
209.074.060.168,172.016.113.050,27
166.102.114.043,172.016.113.050,27
199.174.194.136,172.016.114.050,27
172.016.116.044,205.168.255.103,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.116.044,204.162.080.139,27
172.016.113.084,205.181.115.161,27
172.016.117.103,152.163.210.011,27
199.174.194.177,172.016.114.050,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
199.174.194.014,172.016.114.050,27
194.027.251.021,192.168.001.001,27
209.030.071.219,172.016.112.050,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.115.234,206.026.036.139,27
172.016.113.084,195.115.218.108,27
209.030.070.238,172.016.112.050,27
230.001.010.020,172.016.112.050,27
230.001.010.020,172.016.112.050,27
192.168.001.001,194.027.251.021,27
192.168.001.010,172.016.112.020,27
172.016.117.103,206.067.057.107,27
172.016.114.168,135.013.216.191,27
192.168.001.001,208.239.005.230,27
166.102.114.113,172.016.114.050,27
199.174.194.036,172.016.114.050,27
207.230.054.203,192.168.001.001,27
010.020.030.040,172.016.112.050,27
172.016.116.044,206.099.097.011,27
192.168.001.001,194.027.251.021,27
195.115.218.108,172.016.114.050,27
172.016.114.168,132.025.001.025,27
199.174.194.080,172.016.114.050,27
010.020.030.040,172.016.112.050,27
194.027.251.021,192.168.001.001,27
194.027.251.021,192.168.001.001,27
172.016.114.050,209.167.099.041,27
194.027.251.021,192.168.001.001,27
135.013.216.191,172.016.113.050,27
172.016.114.169,199.095.074.090,27
172.016.116.194,207.025.071.026,27
172.016.115.234,204.071.200.246,27
166.102.114.043,172.016.113.050,27
230.001.010.020,172.016.112.050,27
209.074.060.168,172.016.113.050,27
166.102.114.043,172.016.113.050,27
230.001.010.020,172.016.112.050,27
172.016.114.168,167.008.029.015,27
194.007.248.153,172.016.112.050,27
192.168.001.001,194.027.251.021,27
194.027.251.021,192.168.001.001,27
135.013.216.191,172.016.113.050,27
194.027.251.021,192.168.001.001,27
010.020.030.040,172.016.112.050,27
166.102.114.043,172.016.113.050,27
192.168.001.001,194.027.251.021,27
135.013.216.191,172.016.113.050,27
197.218.177.069,172.016.114.169,27
166.102.114.043,172.016.113.050,27
010.020.030.040,172.016.112.050,27
172.016.117.111,209.001.194.223,27
194.027.251.021,192.168.001.001,27
172.016.116.044,209.133.035.027,27
194.027.251.021,192.168.001.001,27
172.016.113.084,204.152.167.020,27
172.016.113.105,209.067.019.149,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
192.168.001.001,194.027.251.021,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
202.077.162.213,172.016.014.094,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
194.027.251.021,192.168.001.001,27
172.016.112.149,205.181.112.065,27
192.168.001.010,172.016.112.020,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.115.087,131.084.001.031,27
209.074.060.168,172.016.113.050,27
207.075.239.115,172.016.118.060,27
230.001.010.020,172.016.112.050,27
172.016.116.194,204.074.088.053,27
208.253.077.185,172.016.113.050,27
172.016.115.005,207.018.199.006,27
010.020.030.040,172.016.112.050,27
172.016.116.194,207.046.130.138,27
209.074.060.168,172.016.113.050,27
010.020.030.040,172.016.112.050,27
199.174.194.066,172.016.114.050,27
172.016.115.005,207.025.071.127,27
172.016.116.194,152.163.214.011,27
172.016.112.194,209.001.112.251,27
010.020.030.040,172.016.112.050,27
172.016.113.105,204.091.163.069,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
207.075.239.115,172.016.014.200,27
194.027.251.021,192.168.001.001,27
010.020.030.040,172.016.112.050,27
172.016.115.087,199.222.078.003,27
172.016.116.044,143.158.016.069,27
135.013.216.191,172.016.113.050,27
166.102.114.043,172.016.113.050,27
010.020.030.040,172.016.112.050,27
230.001.010.020,172.016.112.050,27
207.253.084.013,172.016.118.020,27
194.027.251.021,192.168.001.001,27
166.102.114.043,172.016.113.050,27
010.020.030.040,172.016.112.050,27
172.016.116.044,209.143.199.067,27
172.016.117.111,209.038.153.002,27
172.016.112.194,207.069.204.214,27
166.102.114.043,172.016.113.050,27
192.168.001.001,194.027.251.021,27
135.013.216.191,172.016.113.050,27
172.016.113.204,197.182.091.233,27
230.001.010.020,172.016.112.050,27
194.027.251.021,192.168.001.001,27
209.074.060.168,172.016.113.050,27
207.230.054.203,192.168.001.001,27
172.016.112.194,203.120.090.111,27
230.001.010.020,172.016.112.050,27
192.168.001.001,207.230.054.203,27
172.016.112.207,135.013.216.191,27
172.016.116.194,205.181.112.066,27
010.020.030.040,172.016.112.050,27
209.012.013.206,172.016.112.050,27
192.168.001.010,192.168.001.020,27
172.016.112.149,207.211.106.040,27
172.016.115.087,207.046.131.015,27
010.020.030.040,172.016.112.050,27
194.027.251.021,192.168.001.001,27
135.013.216.191,172.016.113.050,27
010.020.030.040,172.016.112.050,27
135.013.216.191,172.016.112.194,27
230.001.010.020,172.016.112.050,27
135.013.216.191,172.016.113.050,27
010.020.030.040,172.016.112.050,27
135.013.216.191,172.016.113.050,27
166.102.114.043,172.016.113.050,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.113.084,187.187.187.187,27
195.115.218.108,172.016.114.169,27
194.027.251.021,192.168.001.001,27
172.016.113.204,206.015.106.088,27
172.016.114.207,206.035.056.106,27
172.016.114.207,207.046.142.014,27
209.074.060.168,172.016.113.050,27
207.230.054.203,192.168.001.001,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.115.005,206.024.088.009,27
194.027.251.021,192.168.001.001,27
172.016.112.207,209.186.073.003,27
209.074.060.168,172.016.113.050,27
192.168.001.001,194.027.251.021,27
172.016.114.169,207.046.130.150,27
209.012.013.052,172.016.112.050,27
204.233.047.021,172.016.112.050,27
135.013.216.191,172.016.113.050,27
135.013.216.191,172.016.113.050,27
172.016.115.005,209.063.160.031,27
135.013.216.191,172.016.114.169,27
172.016.114.207,194.027.251.021,27
194.027.251.021,192.168.001.001,27
010.020.030.040,172.016.112.050,27
206.229.221.222,172.016.114.050,27
172.016.113.084,199.095.074.090,27
172.016.115.087,207.025.071.142,27
230.001.010.020,172.016.112.050,27
209.074.060.168,172.016.113.050,27
195.115.218.108,172.016.114.050,27
010.020.030.040,172.016.112.050,27
172.016.112.020,192.168.001.010,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.115.005,204.095.068.004,27
010.020.030.040,172.016.112.050,27
199.174.194.184,172.016.114.050,27
172.016.117.132,199.095.074.090,27
172.016.112.194,196.037.075.158,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.112.207,207.025.071.024,27
209.074.060.168,172.016.113.050,27
010.020.030.040,172.016.112.050,27
172.016.114.148,196.227.033.189,27
135.013.216.191,172.016.113.050,27
192.168.001.020,192.168.001.010,27
172.016.116.044,134.205.165.120,27
230.001.010.020,172.016.112.050,27
172.016.113.204,152.163.210.013,27
209.074.060.168,172.016.113.050,27
166.102.114.043,172.016.113.050,27
172.016.112.194,208.134.241.210,27
010.020.030.040,172.016.112.050,27
172.016.112.207,012.011.162.110,27
010.020.030.040,172.016.112.050,27
172.016.114.169,206.215.221.003,27
010.020.030.040,172.016.112.050,27
172.016.114.207,152.163.210.008,27
194.027.251.021,192.168.001.001,27
172.016.114.168,205.181.112.065,27
172.016.116.044,136.149.142.178,27
166.102.114.043,172.016.113.050,27
172.016.116.194,205.214.169.073,27
010.020.030.040,172.016.112.050,27
192.168.001.001,194.027.251.021,27
010.020.030.040,172.016.112.050,27
172.016.114.050,194.007.248.153,27
206.186.080.111,172.016.114.050,27
172.016.114.148,137.241.123.150,27
172.016.117.132,137.245.085.134,27
207.230.054.203,192.168.001.001,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
010.020.030.040,172.016.112.050,27
172.016.116.044,204.162.080.135,27
230.001.010.020,172.016.112.050,27
010.020.030.040,172.016.112.050,27
135.013.216.191,172.016.113.050,27
010.020.030.040,172.016.112.050,27
172.016.114.148,206.184.238.129,27
230.001.010.020,172.016.112.050,27
192.168.001.020,192.168.001.010,27
209.074.060.168,172.016.113.050,27
172.016.115.005,204.177.061.002,27
230.001.010.020,172.016.112.050,27
172.016.117.052,208.134.241.210,27
230.001.010.020,172.016.112.050,27
172.016.113.204,207.211.106.040,27
230.001.010.020,172.016.112.050,27
172.016.112.194,167.008.029.016,27
230.001.010.020,172.016.112.050,27
166.102.114.043,172.016.113.050,27
135.008.060.182,172.016.114.169,27
172.016.113.204,199.095.074.090,27
010.020.030.040,172.016.112.050,27
199.174.194.220,172.016.114.050,27
010.020.030.040,172.016.112.050,27
209.030.070.177,172.016.112.050,27
172.016.116.044,151.193.131.074,27
197.218.177.069,172.016.113.050,27
207.230.054.203,192.168.001.001,27
010.020.030.040,172.016.112.050,27
209.074.060.168,172.016.113.050,27
194.027.251.021,192.168.001.001,27
172.016.113.204,134.205.165.120,28
199.174.194.206,172.016.114.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.112.194,209.051.233.101,28
172.016.112.207,194.027.251.021,28
172.016.112.149,196.037.075.158,28
135.013.216.191,172.016.113.050,28
172.016.112.194,167.008.029.016,28
172.016.114.207,204.071.200.248,28
230.001.010.020,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.117.111,206.113.208.043,28
172.016.114.169,207.025.071.025,28
135.013.216.191,172.016.113.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.113.105,038.180.208.171,28
172.016.115.005,199.094.100.002,28
172.016.115.234,207.017.142.228,28
010.020.030.040,172.016.112.050,28
135.013.216.191,172.016.113.050,28
192.168.001.001,194.027.251.021,28
172.016.116.194,137.245.085.134,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
135.013.216.191,172.016.114.050,28
195.073.151.050,172.016.114.050,28
172.016.114.207,169.207.001.230,28
172.016.114.148,135.013.216.191,28
172.016.112.194,204.202.136.230,28
192.168.001.001,194.027.251.021,28
172.016.115.234,205.131.175.002,28
199.174.194.056,172.016.114.050,28
010.020.030.040,172.016.112.050,28
172.016.117.132,208.008.222.010,28
194.027.251.021,192.168.001.001,28
192.168.001.010,172.016.112.020,28
172.016.115.087,131.084.001.031,28
208.239.005.230,192.168.001.001,28
199.174.194.003,172.016.114.050,28
172.016.113.204,134.205.165.120,28
199.174.194.072,172.016.114.050,28
209.074.060.168,172.016.113.050,28
172.016.112.194,206.132.025.071,28
230.001.010.020,172.016.112.050,28
172.016.114.168,205.236.172.002,28
230.001.010.020,172.016.112.050,28
172.016.116.044,208.134.241.210,28
209.074.060.168,172.016.113.050,28
209.074.060.168,172.016.113.050,28
230.001.010.020,172.016.112.050,28
230.001.010.020,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.114.148,207.046.130.138,28
199.174.194.139,172.016.114.050,28
135.013.216.191,172.016.113.050,28
010.020.030.040,172.016.112.050,28
209.074.060.168,172.016.113.050,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
172.016.112.207,207.025.071.022,28
172.016.113.204,207.046.179.015,28
172.016.116.194,203.032.106.144,28
194.027.251.021,192.168.001.001,28
172.016.114.168,207.046.130.139,28
209.074.060.168,172.016.113.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.114.169,207.068.137.052,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
172.016.113.105,195.193.075.188,28
135.013.216.191,172.016.113.050,28
207.230.054.203,192.168.001.001,28
209.074.060.168,172.016.113.050,28
010.020.030.040,172.016.112.050,28
172.016.115.234,199.095.207.035,28
166.102.114.043,172.016.113.050,28
209.074.060.168,172.016.113.050,28
172.016.112.194,204.202.129.230,28
230.001.010.020,172.016.112.050,28
172.016.117.052,208.134.241.210,28
010.020.030.040,172.016.112.050,28
172.016.114.169,205.181.112.065,28
172.016.113.204,209.133.053.130,28
230.001.010.020,172.016.112.050,28
195.115.218.108,172.016.114.050,28
010.020.030.040,172.016.112.050,28
172.016.113.105,209.143.228.181,28
166.102.114.043,172.016.113.050,28
172.016.115.234,134.205.165.120,28
230.001.010.020,172.016.112.050,28
172.016.117.132,207.025.071.029,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
172.016.116.044,194.184.065.050,28
230.001.010.020,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.114.148,209.178.049.008,28
135.013.216.191,172.016.113.050,28
207.253.084.104,172.016.114.050,28
172.016.114.169,205.231.210.061,28
172.016.113.204,134.152.025.012,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
197.218.177.069,172.016.112.194,28
172.016.114.050,209.154.098.121,28
135.013.216.191,172.016.113.050,28
172.016.114.148,206.132.025.071,28
192.168.001.001,194.027.251.021,28
194.027.251.021,192.168.001.001,28
194.027.251.021,192.168.001.001,28
135.013.216.191,172.016.113.050,28
172.016.115.234,205.181.112.065,28
230.001.010.020,172.016.112.050,28
197.218.177.069,172.016.112.050,28
199.174.194.006,172.016.114.050,28
010.020.030.040,172.016.112.050,28
172.016.114.169,160.147.068.021,28
172.016.114.148,135.013.216.191,28
230.001.010.020,172.016.112.050,28
192.168.001.001,207.230.054.203,28
230.001.010.020,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.114.207,209.153.194.162,28
010.020.030.040,172.016.112.050,28
209.074.060.168,172.016.113.050,28
172.016.116.201,205.216.076.008,28
010.020.030.040,172.016.112.050,28
207.230.054.203,192.168.001.001,28
172.016.114.050,128.223.199.017,28
230.001.010.020,172.016.112.050,28
172.016.112.207,207.068.156.056,28
194.027.251.021,192.168.001.001,28
010.020.030.040,172.016.112.050,28
172.016.117.111,198.137.240.092,28
172.016.113.084,151.193.131.009,28
172.016.112.207,209.001.224.015,28
172.016.114.207,207.025.071.025,28
010.020.030.040,172.016.112.050,28
207.230.054.203,192.168.001.001,28
172.016.113.204,207.025.071.143,28
172.016.115.005,208.210.053.002,28
010.020.030.040,172.016.112.050,28
172.016.112.194,206.251.019.072,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.113.204,207.053.128.012,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
172.016.117.052,207.025.071.127,28
135.013.216.191,172.016.113.050,28
207.075.239.115,172.016.112.015,28
196.227.033.189,172.016.114.050,28
192.168.001.001,194.027.251.021,28
010.020.030.040,172.016.112.050,28
209.074.060.168,172.016.113.050,28
135.013.216.191,172.016.113.050,28
199.174.194.247,172.016.114.050,28
010.020.030.040,172.016.112.050,28
172.016.116.194,208.134.241.155,28
010.020.030.040,172.016.112.050,28
166.102.114.043,172.016.113.050,28
230.001.010.020,172.016.112.050,28
135.013.216.191,172.016.113.050,28
199.174.194.100,172.016.114.050,28
166.102.114.043,172.016.113.050,28
166.102.114.043,172.016.113.050,28
230.001.010.020,172.016.112.050,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.112.194,152.163.214.011,28
172.016.117.111,209.003.101.136,28
172.016.115.087,209.001.224.012,28
194.027.251.021,192.168.001.001,28
192.168.001.001,192.168.001.010,28
192.168.001.001,207.230.054.203,28
172.016.114.169,167.008.029.015,28
166.102.114.043,172.016.113.050,28
166.102.114.043,172.016.113.050,28
192.168.001.010,172.016.112.020,28
172.016.112.020,196.037.075.158,28
010.020.030.040,172.016.112.050,28
207.075.239.115,172.016.114.050,28
230.001.010.020,172.016.112.050,28
135.013.216.191,172.016.113.050,28
135.013.216.191,172.016.113.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
172.016.112.194,207.172.003.092,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.114.169,199.095.074.090,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
192.168.001.010,172.016.112.020,28
172.016.116.044,207.025.071.141,28
172.016.115.005,192.147.069.045,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.113.204,207.025.071.029,28
010.020.030.040,172.016.112.050,28
194.027.251.021,192.168.001.001,28
010.020.030.040,172.016.112.050,28
172.016.113.204,208.234.013.169,28
230.001.010.020,172.016.112.050,28
172.016.115.234,167.008.029.016,28
192.168.001.001,194.027.251.021,28
010.020.030.040,172.016.112.050,28
172.016.112.020,192.168.001.010,28
172.016.117.052,207.025.071.142,28
172.016.112.050,135.013.216.191,28
010.020.030.040,172.016.112.050,28
192.168.001.020,192.168.001.010,28
197.218.177.069,172.016.112.050,28
172.016.113.105,207.025.071.022,28
172.016.113.204,207.239.101.118,28
207.230.054.038,172.016.112.050,28
172.016.112.149,199.095.074.090,28
135.013.216.191,172.016.113.050,28
197.218.177.069,172.016.114.207,28
135.013.216.191,172.016.113.050,28
204.233.047.021,172.016.112.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
192.168.001.010,172.016.113.050,28
230.001.010.020,172.016.112.050,28
172.016.115.087,206.099.097.011,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
207.230.054.203,192.168.001.001,28
194.027.251.021,172.016.114.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
135.013.216.191,172.016.113.050,28
204.233.047.021,172.016.112.050,28
192.168.001.010,172.016.112.050,28
230.001.010.020,172.016.112.050,28
135.013.216.191,172.016.113.050,28
172.016.115.234,206.137.126.003,28
194.027.251.021,192.168.001.001,28
209.074.060.168,172.016.113.050,28
172.016.112.149,194.027.251.021,28
010.020.030.040,172.016.112.050,28
172.016.113.084,195.073.151.050,28
209.074.060.168,172.016.113.050,28
230.001.010.020,172.016.112.050,28
196.037.075.158,172.016.114.160,28
172.016.117.103,131.084.001.031,28
010.020.030.040,172.016.112.050,28
172.016.114.168,207.046.130.138,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
172.016.114.148,204.151.055.109,28
010.020.030.040,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.113.084,194.158.230.054,28
172.016.115.234,208.196.083.002,28
010.020.030.040,172.016.112.050,28
209.030.070.014,172.016.114.056,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
135.013.216.191,172.016.113.050,28
172.016.116.044,207.025.071.026,28
135.008.060.182,172.016.112.050,28
135.013.216.191,172.016.113.050,28
172.016.114.169,137.245.085.134,28
010.020.030.040,172.016.112.050,28
209.074.060.168,172.016.113.050,28
202.077.162.213,172.016.015.233,28
010.020.030.040,172.016.112.050,28
194.027.251.021,192.168.001.001,28
172.016.113.084,199.095.074.090,28
194.027.251.021,192.168.001.001,28
192.168.001.001,194.027.251.021,28
010.020.030.040,172.016.112.050,28
208.239.005.184,172.016.114.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.112.194,143.166.082.135,28
207.075.239.115,172.016.112.194,28
172.016.113.084,141.142.003.071,28
172.016.114.148,207.211.106.040,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
194.027.251.021,192.168.001.001,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
207.230.054.203,192.168.001.001,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.112.207,207.087.128.111,28
010.020.030.040,172.016.112.050,28
172.016.112.207,206.058.212.003,28
172.016.112.149,196.037.075.158,28
199.174.194.139,172.016.114.050,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
172.016.114.050,197.182.091.233,28
202.072.001.077,208.239.003.255,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.114.050,196.227.033.046,28
194.027.251.021,192.168.001.001,28
010.020.030.040,172.016.112.050,28
172.016.116.044,209.067.050.202,28
192.168.001.001,194.027.251.021,28
209.001.012.003,172.016.118.030,28
135.013.216.191,172.016.113.050,28
135.013.216.191,172.016.112.149,28
192.168.001.001,194.027.251.021,28
010.020.030.040,172.016.112.050,28
199.174.194.221,172.016.114.050,28
192.168.001.001,194.027.251.021,28
192.168.001.001,207.230.054.203,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
166.102.114.043,172.016.113.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
172.016.114.207,197.218.177.069,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
192.168.001.020,192.168.001.010,28
172.016.112.149,192.239.092.023,28
172.016.117.103,132.025.001.025,28
172.016.114.168,198.004.075.214,28
230.001.010.020,172.016.112.050,28
194.027.251.021,192.168.001.001,28
172.016.114.169,207.068.158.018,28
192.168.001.001,194.027.251.021,28
197.182.091.149,172.016.114.050,28
172.016.112.149,206.015.106.142,28
172.016.116.044,207.025.071.030,28
172.016.114.207,206.030.093.199,28
135.013.216.191,172.016.113.050,28
135.008.060.182,172.016.114.050,28
172.016.112.207,167.008.029.015,28
194.027.251.021,192.168.001.001,28
166.102.114.043,172.016.113.050,28
172.016.113.084,204.146.018.033,28
194.027.251.021,192.168.001.001,28
010.020.030.040,172.016.112.050,28
166.102.114.043,172.016.113.050,28
010.020.030.040,172.016.112.050,28
135.013.216.191,172.016.113.050,28
208.253.077.185,172.016.113.050,28
172.016.117.111,152.163.212.171,28
197.218.177.069,172.016.113.050,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
192.168.001.001,194.027.251.021,28
135.013.216.191,172.016.113.050,28
166.102.114.043,172.016.113.050,28
230.001.010.020,172.016.112.050,28
166.102.114.043,172.016.113.050,28
139.134.061.124,172.016.118.030,28
192.168.001.010,172.016.112.020,28
192.168.001.001,194.027.251.021,28
172.016.117.052,204.146.018.033,28
207.230.054.203,192.168.001.001,28
135.013.216.191,172.016.113.050,28
166.102.114.043,172.016.113.050,28
135.013.216.191,172.016.113.050,28
172.016.112.194,197.218.177.069,28
166.102.114.043,172.016.113.050,28
135.013.216.191,172.016.113.050,28
230.001.010.020,172.016.112.050,28
172.016.112.149,205.228.184.061,28
172.016.117.103,207.046.148.250,28
135.013.216.191,172.016.113.050,28
194.027.251.021,192.168.001.001,28
194.027.251.021,192.168.001.001,28
172.016.114.148,209.067.038.110,28
010.020.030.040,172.016.112.050,28
199.174.194.122,172.016.114.050,28
199.174.194.002,172.016.114.050,28
135.013.216.191,172.016.113.050,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
192.168.001.001,194.027.251.021,28
230.001.010.020,172.016.112.050,28
194.027.251.021,192.168.001.001,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
192.168.001.001,207.230.054.203,28
172.016.116.044,134.205.165.120,28
199.174.194.075,172.016.114.050,28
010.020.030.040,172.016.112.050,28
172.016.114.050,207.136.086.156,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.113.105,062.052.069.075,28
010.020.030.040,172.016.112.050,28
166.102.114.043,172.016.113.050,28
010.020.030.040,172.016.112.050,28
172.016.112.207,209.001.224.012,28
196.037.075.158,172.016.113.204,28
172.016.116.044,136.149.142.178,28
194.007.248.153,172.016.114.168,28
172.016.116.044,132.033.132.010,28
010.020.030.040,172.016.112.050,28
172.016.112.194,209.222.126.027,28
196.227.033.189,172.016.114.050,28
172.016.112.149,197.182.091.233,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
153.107.252.061,172.016.114.050,28
172.016.114.169,198.093.033.075,28
010.020.030.040,172.016.112.050,28
192.168.001.001,207.230.054.203,28
192.168.001.001,192.168.001.010,28
010.020.030.040,172.016.112.050,28
172.016.112.207,207.077.090.015,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
194.027.251.021,192.168.001.001,28
010.020.030.040,172.016.112.050,28
230.001.010.020,172.016.112.050,28
172.016.114.207,203.026.177.061,28
172.016.117.111,206.042.145.156,28
197.218.177.069,172.016.114.169,28
172.016.114.148,205.181.112.065,28
230.001.010.020,172.016.112.050,28
194.027.251.021,192.168.001.001,28
194.027.251.021,192.168.001.001,28
192.168.001.001,207.230.054.203,28
135.013.216.191,172.016.113.050,28
172.016.116.044,134.087.019.035,28
192.168.001.001,207.230.054.203,28
166.102.114.043,172.016.113.050,28
172.016.113.105,197.218.177.069,28
207.230.054.203,192.168.001.001,28
010.020.030.040,172.016.112.050,28
172.016.115.234,208.134.246.202,28
166.102.114.043,172.016.113.050,28
135.013.216.191,172.016.113.050,28
172.016.114.148,205.181.112.065,28
010.020.030.040,172.016.112.050,28
166.102.114.043,172.016.113.050,28
172.016.116.194,209.097.022.096,28
209.074.060.168,172.016.113.050,28
010.020.030.040,172.016.112.050,28
194.007.248.153,172.016.114.148,28
172.016.117.132,207.115.134.024,28
194.027.251.021,192.168.001.001,28
135.013.216.191,172.016.113.050,28
010.020.030.040,172.016.112.050,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
135.013.216.191,172.016.113.050,28
195.073.151.050,172.016.112.050,28
172.016.116.044,136.149.142.178,28
209.074.060.168,172.016.113.050,28
194.027.251.021,192.168.001.001,28
172.016.112.050,194.027.251.021,28
010.020.030.040,172.016.112.050,28
199.174.194.177,172.016.114.050,28
172.016.115.234,205.181.112.065,28
209.074.060.168,172.016.113.050,28
172.016.114.169,136.149.142.085,28
010.020.030.040,172.016.112.050,28
192.168.001.001,194.027.251.021,28
172.016.117.111,208.194.177.096,28
230.001.010.020,172.016.112.050,28
010.020.030.040,172.016.112.050,28
172.016.114.168,207.025.071.029,28
199.174.194.154,172.016.114.050,28
192.168.001.001,207.230.054.203,28
166.102.114.043,172.016.113.050,28
172.016.117.132,132.025.001.025,28
010.020.030.040,172.016.112.050,28
